0,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9
365,0.10575,0.15565,0.16159,0.1806,0.22694,0.23526,0.24536,0.2513,0.25427,0.25486,0.23942,0.21803,0.17942,0.15506,0.14258,0.13842,0.13605
366,0.10634,0.15625,0.16337,0.18298,0.23051,0.23882,0.24892,0.25486,0.25784,0.25843,0.24298,0.22041,0.1806,0.15506,0.14199,0.13783,0.13486
367,0.10694,0.15743,0.16516,0.18595,0.23407,0.24239,0.25249,0.25902,0.2614,0.26199,0.24595,0.22278,0.18179,0.15565,0.14139,0.13723,0.13426
368,0.10694,0.15803,0.16694,0.18833,0.23645,0.24536,0.25605,0.26259,0.26496,0.26556,0.24892,0.22457,0.18239,0.15565,0.1408,0.13664,0.13367
369,0.10753,0.15922,0.16872,0.1907,0.24001,0.24892,0.25962,0.26615,0.26912,0.26912,0.25189,0.22694,0.18417,0.15565,0.1408,0.13605,0.13308
370,0.10812,0.15981,0.1705,0.19308,0.24298,0.25249,0.26318,0.26972,0.27269,0.27269,0.25486,0.22932,0.18536,0.15625,0.1408,0.13545,0.13248
371,0.10872,0.161,0.17229,0.19546,0.24595,0.25546,0.26675,0.27328,0.27625,0.27625,0.25784,0.2317,0.18654,0.15684,0.1408,0.13545,0.13189
372,0.10872,0.16219,0.17407,0.19843,0.24892,0.25902,0.26972,0.27685,0.27982,0.27982,0.26081,0.23348,0.18773,0.15743,0.1408,0.13545,0.13189
373,0.10931,0.16278,0.17585,0.2008,0.25189,0.26259,0.27328,0.28041,0.28338,0.28338,0.26378,0.23645,0.18892,0.15743,0.14021,0.13486,0.13129
374,0.10991,0.16397,0.17704,0.20318,0.25546,0.26615,0.27685,0.28398,0.28695,0.28695,0.26675,0.23823,0.1907,0.15803,0.14021,0.13486,0.13129
375,0.1105,0.16456,0.17942,0.20556,0.25843,0.26972,0.28041,0.28754,0.29051,0.29051,0.27031,0.24061,0.19189,0.15922,0.1408,0.13486,0.13129
376,0.11109,0.16575,0.1806,0.20793,0.2614,0.27269,0.28398,0.2911,0.29407,0.29407,0.27328,0.24358,0.19367,0.15981,0.1408,0.13486,0.13129
377,0.11169,0.16694,0.18239,0.21031,0.26437,0.27566,0.28754,0.29467,0.29764,0.29764,0.27625,0.24536,0.19486,0.1604,0.1408,0.13545,0.13129
378,0.11228,0.16813,0.18417,0.21268,0.26734,0.27922,0.2911,0.29823,0.30061,0.30061,0.27922,0.24774,0.19605,0.161,0.14139,0.13545,0.13129
379,0.11288,0.16872,0.18595,0.21506,0.27031,0.28219,0.29407,0.3012,0.30417,0.30417,0.28219,0.25011,0.19783,0.16159,0.14139,0.13545,0.13129
380,0.11347,0.16991,0.18773,0.21744,0.27328,0.28516,0.29705,0.30477,0.30714,0.30774,0.28457,0.25249,0.19902,0.16219,0.14199,0.13545,0.13129
